soil_ph,soil_moisture,nitrogen,phosphorus,potassium,temperature,humidity,crop,irrigation_mm
6.89,57.23,74,50,70,24.31,35.16,Wheat,48.03
6.84,49.25,115,66,149,23.59,48.12,Maize,25.34
7.71,42.09,55,33,72,17.39,70.46,Sugarcane,109.24
5.66,29.12,120,22,119,39.51,60.99,Cotton,77.59
5.7,20.25,89,62,9,36.82,61.94,Maize,61.84
5.7,54.51,34,5,72,37.74,56.05,Cotton,51.54
7.43,38.58,104,13,35,17.87,60.94,Maize,45.3
7.26,31.29,39,30,35,15.06,92.92,Maize,36.32
5.83,21.9,53,67,122,20.84,93.83,Maize,43.74
6.81,57.49,110,71,64,44.03,93.87,Maize,34.48
6.41,28.59,97,23,84,21.39,47.75,Maize,48.14
6.1,24.87,135,40,129,26.07,82.47,Rice,99.4
7.2,26.29,127,64,41,22.99,67.32,Cotton,70.25
8.44,32.66,76,42,28,27.05,71.81,Rice,89.0
8.48,47.63,134,17,114,29.86,90.5,Maize,30.71
8.19,26.87,110,48,36,19.43,49.72,Wheat,62.77
7.14,24.81,97,40,62,40.8,91.41,Wheat,57.52
5.74,48.24,68,34,105,33.75,76.62,Rice,82.68
7.44,41.6,89,5,23,28.83,59.97,Wheat,50.17
7.93,51.23,22,27,111,20.33,65.69,Rice,88.06
6.73,12.43,16,15,110,44.4,65.25,Cotton,91.79
6.23,19.58,58,19,145,39.75,68.31,Maize,56.54
7.42,57.67,91,6,81,39.51,75.32,Sugarcane,111.88
8.28,45.6,122,36,109,21.94,54.53,Rice,86.65
6.71,11.47,53,52,17,32.38,89.15,Maize,64.36
7.9,30.9,140,30,147,44.64,63.17,Maize,45.14
6.93,53.64,128,50,88,31.74,83.69,Cotton,45.53
6.05,47.58,60,17,143,30.18,55.71,Sugarcane,125.07
6.99,26.92,46,37,131,29.75,80.5,Cotton,63.6
7.71,54.59,63,24,62,24.03,91.16,Rice,74.98
8.39,17.27,12,49,147,33.52,93.22,Wheat,61.75
7.64,56.66,48,71,46,20.88,50.69,Rice,73.26
6.41,25.39,136,25,72,25.89,56.52,Cotton,71.4
8.19,26.22,61,50,141,37.77,81.89,Sugarcane,136.47
7.03,23.89,16,35,106,19.35,41.99,Maize,50.87
5.69,54.42,31,21,142,43.15,75.22,Sugarcane,108.68
5.74,45.43,14,75,90,16.31,50.1,Maize,31.3
5.68,21.8,35,49,74,35.6,85.86,Cotton,76.53
6.52,19.85,39,17,35,35.81,66.19,Rice,105.77
6.75,38.77,70,23,20,39.73,53.56,Maize,51.03
7.96,42.52,109,63,43,27.26,76.8,Cotton,58.06
6.08,51.09,133,33,9,38.09,93.71,Cotton,50.04
7.1,16.2,114,73,146,21.64,55.37,Rice,102.33
7.05,35.34,149,45,123,43.39,52.28,Cotton,77.46
7.92,28.92,30,12,33,16.03,83.78,Wheat,43.7
7.82,43.46,77,7,113,26.22,50.44,Cotton,61.16
7.69,21.84,64,56,119,35.56,83.43,Maize,57.52
6.76,55.01,40,7,92,24.66,49.42,Sugarcane,116.18
7.99,26.49,91,66,83,29.06,94.92,Cotton,61.15
5.98,57.38,67,27,45,21.41,31.1,Sugarcane,116.45
6.03,49.56,85,8,29,17.73,47.11,Rice,89.65
6.61,52.59,108,48,132,26.88,42.83,Rice,79.93
5.62,23.75,89,65,99,35.65,49.98,Rice,118.49
6.63,46.27,19,46,95,21.28,55.22,Cotton,63.21
7.23,59.4,96,67,35,15.1,60.85,Maize,27.83
6.1,26.2,87,34,44,15.22,62.59,Rice,92.37
5.6,26.49,138,17,42,15.63,55.72,Sugarcane,123.82
8.17,36.02,84,37,89,39.52,35.63,Wheat,63.2
7.84,11.96,46,18,112,22.66,51.21,Rice,110.33
5.71,24.63,112,39,106,16.17,32.38,Wheat,64.33
7.85,44.87,37,19,117,37.54,92.43,Maize,42.94
6.79,28.27,63,72,46,20.58,72.62,Wheat,64.9
6.22,31.72,72,26,121,21.75,32.68,Maize,45.99
7.53,20.73,59,70,131,41.42,89.83,Cotton,64.23
6.14,55.45,61,15,12,37.12,72.58,Rice,77.96
6.08,27.81,20,10,100,24.27,43.48,Cotton,65.09
8.39,17.73,108,29,106,26.34,45.04,Rice,107.19
7.41,44.28,19,6,64,42.56,93.72,Wheat,57.12
6.85,26.09,10,16,132,38.55,30.76,Rice,105.04
7.56,25.95,77,61,118,38.17,46.58,Wheat,65.42
6.68,53.71,143,28,119,31.03,92.01,Wheat,30.45
5.84,20.39,18,44,133,24.67,78.58,Cotton,64.89
6.12,52.9,94,7,39,23.47,35.48,Cotton,59.1
7.57,40.48,109,18,49,27.87,73.98,Cotton,58.31
6.32,20.51,122,47,23,35.79,34.02,Sugarcane,149.87
7.72,47.5,144,43,78,29.75,76.64,Cotton,52.11
5.73,46.07,61,41,56,34.48,67.8,Cotton,58.02
8.2,11.07,85,45,91,26.85,93.66,Cotton,70.17
7.65,20.0,73,8,129,18.87,54.58,Maize,58.1
8.27,40.85,133,75,146,32.93,52.47,Cotton,71.41
6.46,37.96,68,16,55,34.09,78.68,Rice,86.25
6.25,33.23,61,55,26,22.74,52.79,Maize,44.3
7.96,19.86,15,73,62,31.26,62.74,Maize,59.82
6.32,13.62,67,41,20,43.97,36.25,Rice,118.03
6.32,38.54,136,50,33,42.88,60.52,Sugarcane,129.74
8.06,10.63,148,67,93,16.28,38.39,Rice,112.38
6.23,18.31,126,30,133,24.96,67.58,Rice,99.11
5.79,56.76,19,41,73,38.36,31.3,Wheat,45.07
8.19,49.48,145,71,53,36.77,58.68,Maize,38.79
8.01,50.43,23,66,47,42.99,68.73,Wheat,37.37
7.42,32.29,18,12,99,44.82,33.15,Wheat,70.03
7.59,52.06,145,46,53,18.56,48.41,Rice,85.34
6.56,18.0,75,63,55,40.33,71.94,Wheat,72.21
8.11,56.65,115,20,80,43.63,70.26,Rice,88.4
7.36,10.97,94,35,147,33.19,40.98,Wheat,82.73
8.07,56.55,142,52,17,39.13,49.88,Maize,39.98
7.18,54.37,77,19,30,21.0,55.99,Cotton,47.2
6.0,19.7,72,73,138,23.3,91.38,Cotton,67.74
7.07,46.29,67,44,93,42.84,41.37,Wheat,52.22
8.15,30.25,85,20,127,30.13,73.5,Sugarcane,127.6
6.95,11.67,112,67,37,26.36,31.89,Maize,69.72
7.7,49.58,106,43,127,36.48,33.28,Rice,87.32
6.8,47.5,148,15,149,29.6,84.26,Cotton,51.41
7.12,10.23,100,18,46,27.42,51.7,Maize,53.59
6.75,49.88,91,18,20,34.06,50.65,Sugarcane,122.28
7.25,34.2,136,34,27,31.78,37.33,Sugarcane,135.29
6.32,53.28,117,62,94,39.49,47.15,Sugarcane,110.42
7.99,45.06,124,26,137,30.99,78.75,Wheat,54.77
5.8,10.11,64,22,148,18.79,32.89,Wheat,81.0
6.43,39.41,38,8,103,33.36,73.42,Rice,89.45
7.4,41.83,142,65,140,16.51,87.8,Maize,22.06
5.79,49.9,57,50,50,32.3,41.23,Maize,37.91
8.44,45.86,35,78,113,24.67,79.23,Sugarcane,109.91
7.88,44.77,65,7,130,17.07,76.38,Cotton,50.53
8.02,29.0,146,57,92,39.86,77.04,Sugarcane,128.36
8.26,26.29,27,13,71,28.99,64.49,Rice,104.22
7.43,56.92,26,57,138,39.73,75.87,Sugarcane,114.44
7.49,15.19,113,13,5,28.18,39.52,Cotton,82.31
7.96,50.15,35,11,83,19.07,82.17,Maize,25.37
7.33,59.04,12,77,35,38.82,47.93,Rice,98.81
8.33,23.33,109,44,126,37.82,38.6,Rice,112.86
6.86,19.26,132,5,95,17.27,89.14,Cotton,71.68
8.44,43.89,62,37,106,15.92,38.17,Wheat,47.08
5.92,19.14,30,38,109,36.09,31.71,Sugarcane,151.0
7.71,30.59,42,53,8,32.61,56.05,Rice,99.46
8.09,12.49,16,46,34,22.52,75.17,Wheat,68.24
6.13,23.78,142,40,92,42.13,58.66,Cotton,83.08
7.67,50.7,52,19,70,38.7,54.42,Wheat,49.22
7.25,52.09,46,76,125,17.29,71.28,Sugarcane,116.29
7.93,27.67,135,71,91,35.03,86.19,Sugarcane,128.6
6.6,42.63,69,6,60,44.66,92.19,Maize,44.8
7.42,26.67,64,36,88,33.9,31.6,Rice,110.98
6.21,48.91,98,63,32,20.54,68.81,Rice,80.9
8.08,29.13,87,32,28,22.5,58.36,Sugarcane,121.47
7.79,28.22,30,13,144,36.81,81.46,Rice,100.85
6.82,36.01,132,75,93,27.44,74.54,Rice,87.34
7.81,31.81,53,55,149,20.77,57.59,Rice,92.17
8.0,33.98,131,78,32,38.78,91.45,Rice,94.93
5.51,30.39,102,67,14,21.7,34.32,Sugarcane,132.85
6.31,29.89,61,22,98,41.99,51.47,Maize,55.61
5.68,29.62,67,45,23,29.11,66.42,Cotton,64.67
8.48,47.81,19,43,15,33.52,88.5,Maize,29.24
7.7,35.09,104,52,81,24.93,54.13,Maize,47.42
6.89,26.96,67,35,90,43.51,72.21,Cotton,75.34
7.38,41.99,118,63,114,25.14,57.79,Wheat,40.25
5.69,50.75,130,36,93,19.63,33.7,Wheat,38.72
8.31,10.52,110,49,94,24.27,36.36,Sugarcane,144.68
5.66,39.04,131,52,21,19.83,47.89,Rice,82.41
8.03,45.83,128,79,15,44.78,82.61,Wheat,55.19
5.91,25.54,95,30,94,36.94,47.59,Maize,60.38
7.07,42.49,67,59,18,43.47,58.87,Sugarcane,130.86
6.81,35.0,143,30,132,38.81,66.21,Cotton,67.27
8.39,43.97,48,35,148,44.98,85.16,Sugarcane,126.29
6.28,19.76,88,75,94,40.52,80.59,Maize,53.97
7.28,24.16,41,16,99,33.96,58.02,Rice,108.6
7.2,51.48,139,46,7,43.69,87.25,Maize,33.04
7.26,51.9,12,74,122,31.77,47.23,Wheat,54.73
6.65,10.87,111,76,70,31.28,30.64,Wheat,69.58
6.93,30.23,123,46,98,40.53,92.35,Wheat,55.25
6.03,36.57,149,74,132,37.12,93.49,Cotton,60.78
6.85,22.12,19,16,139,37.7,74.9,Rice,101.92
7.33,12.04,78,24,112,32.62,49.76,Maize,58.95
7.67,45.39,41,7,133,21.99,52.37,Sugarcane,114.46
6.34,30.68,31,68,16,35.59,52.92,Sugarcane,132.21
5.95,12.22,125,62,66,35.31,64.99,Rice,111.39
7.39,39.84,87,69,146,18.12,32.59,Sugarcane,127.84
6.9,21.17,52,46,112,29.11,76.06,Maize,48.98
6.75,54.49,134,10,127,30.24,90.75,Wheat,42.23
7.13,22.96,42,64,63,32.74,54.21,Rice,109.02
6.66,54.23,122,64,119,23.19,60.9,Cotton,40.4
5.81,37.16,139,21,125,16.05,58.93,Wheat,43.15
6.88,44.81,100,73,7,31.24,86.57,Rice,87.52
5.92,42.89,122,44,83,21.88,33.96,Sugarcane,126.96
6.07,32.31,61,37,77,34.51,51.83,Cotton,77.03
7.16,57.66,23,64,72,31.6,51.58,Rice,79.04
6.23,50.76,33,35,87,34.03,36.74,Maize,53.86
7.73,21.74,79,62,63,17.54,85.48,Sugarcane,128.02
7.61,50.02,103,15,121,15.07,48.07,Sugarcane,121.89
6.19,16.95,33,15,125,20.92,38.42,Maize,59.75
6.51,48.55,130,48,94,33.97,34.92,Sugarcane,114.34
5.79,55.41,25,44,31,32.07,66.33,Wheat,44.07
5.86,11.72,67,70,88,41.78,79.99,Rice,104.52
7.37,15.77,42,57,91,29.82,70.15,Maize,56.49
8.14,47.02,48,8,132,28.69,37.31,Cotton,51.77
7.01,37.94,34,38,131,37.68,47.32,Sugarcane,131.49
6.65,23.41,39,42,107,40.83,72.16,Sugarcane,136.73
6.02,58.97,147,41,11,20.43,89.31,Wheat,36.01
5.67,57.41,57,49,99,29.73,54.75,Wheat,48.35
5.76,41.39,110,48,129,16.25,40.09,Rice,93.16
5.88,18.59,138,57,94,41.62,38.16,Maize,66.52
7.01,34.56,62,67,149,34.89,62.66,Cotton,63.67
6.5,51.33,22,57,141,40.43,89.82,Cotton,44.9
8.25,19.47,129,79,124,34.12,91.87,Maize,52.6
5.78,13.04,92,48,88,30.08,33.35,Wheat,72.66
6.51,12.18,98,78,41,31.54,38.99,Sugarcane,142.39
8.23,39.67,12,46,44,17.28,43.13,Cotton,56.99
6.37,30.93,101,66,16,25.03,80.99,Wheat,62.01
5.85,52.34,116,25,139,21.44,59.31,Cotton,54.42
8.38,40.27,21,42,43,19.68,33.56,Cotton,65.45
6.7,26.84,133,62,39,23.38,85.0,Sugarcane,124.32
7.05,31.52,49,28,32,28.37,94.9,Sugarcane,119.25
7.33,15.21,98,78,78,22.14,42.56,Wheat,67.22
8.46,28.41,92,51,115,44.29,75.97,Sugarcane,138.46
7.76,38.17,20,39,31,32.7,33.29,Sugarcane,126.76
8.47,56.1,44,24,28,42.11,70.13,Cotton,57.66
8.07,18.31,67,68,80,33.99,91.84,Maize,53.16
8.25,10.48,131,73,94,33.95,94.3,Sugarcane,133.54
8.25,29.82,39,45,8,24.21,62.76,Wheat,48.8
7.99,56.74,134,35,96,38.2,35.28,Rice,83.74
8.09,23.69,101,56,82,31.83,73.39,Wheat,64.62
6.58,53.87,39,15,128,20.7,44.28,Cotton,51.47
8.35,17.68,86,41,132,43.29,31.1,Sugarcane,158.21
6.15,46.29,67,71,76,35.29,47.34,Sugarcane,118.75
5.72,57.85,74,44,9,39.72,77.37,Wheat,48.51
8.15,59.48,100,72,110,38.91,42.43,Maize,28.86
7.68,34.56,120,67,144,44.07,52.25,Rice,103.07
5.87,34.62,104,59,10,43.49,48.79,Wheat,58.09
8.48,21.47,50,71,141,37.49,77.03,Rice,102.33
8.42,55.99,14,52,91,34.0,34.7,Wheat,42.46
5.82,42.35,146,54,70,43.37,91.46,Rice,94.18
7.28,58.77,22,24,139,38.87,46.97,Wheat,42.05
5.87,31.26,74,74,91,33.72,38.62,Cotton,81.58
8.42,18.4,47,17,58,37.69,77.76,Rice,102.57
5.69,29.94,38,74,96,43.88,51.03,Maize,50.86
8.28,43.65,55,48,13,26.39,40.19,Rice,96.26
6.56,17.53,97,19,37,43.94,84.34,Cotton,75.01
8.11,54.47,143,67,122,37.21,46.72,Cotton,52.8
7.03,37.63,132,74,17,23.38,30.39,Maize,50.4
7.81,24.01,141,16,37,39.84,55.62,Sugarcane,133.08
8.34,43.86,81,78,100,37.71,41.11,Maize,51.92
5.56,16.17,44,33,60,41.12,59.76,Sugarcane,144.21
7.67,51.02,115,39,15,32.29,42.1,Sugarcane,116.91
5.81,35.67,82,39,141,24.16,34.2,Cotton,64.95
5.77,17.16,54,67,62,17.5,91.37,Sugarcane,127.09
7.43,57.93,58,79,143,31.15,69.44,Sugarcane,103.81
7.55,18.67,12,34,131,21.87,49.84,Sugarcane,139.28
7.52,51.39,128,67,81,18.01,66.04,Cotton,49.66
6.48,21.03,57,77,105,26.55,82.17,Wheat,63.91
8.46,24.76,107,64,132,32.39,81.32,Rice,103.87
6.74,39.52,41,22,39,41.06,75.13,Cotton,62.3
6.29,38.08,111,33,41,25.68,66.55,Cotton,65.37
8.49,22.79,115,60,126,17.92,67.2,Wheat,57.11
7.42,57.97,93,10,85,20.12,80.23,Cotton,43.32
6.72,28.02,72,26,83,24.38,40.8,Wheat,60.0
7.91,20.06,134,24,120,42.83,66.82,Maize,55.33
8.21,55.1,140,65,42,35.43,73.31,Sugarcane,118.67
6.3,58.95,108,78,134,29.29,58.74,Sugarcane,112.58
7.77,23.98,132,73,43,27.18,88.27,Wheat,55.83
6.6,59.19,16,44,63,44.8,79.17,Wheat,41.71
7.55,30.27,52,51,138,20.55,31.32,Rice,104.54
7.64,59.65,127,22,101,40.13,36.16,Sugarcane,117.55
7.19,48.09,106,33,70,25.98,42.65,Rice,82.22
8.17,19.97,69,72,97,20.93,58.59,Rice,108.08
7.53,25.93,59,31,103,18.7,58.44,Wheat,67.96
6.5,30.93,34,21,144,21.48,39.4,Wheat,54.77
6.47,18.18,118,67,24,32.33,50.09,Cotton,70.64
7.32,45.09,112,69,21,28.37,61.57,Sugarcane,113.52
6.21,29.15,72,46,140,35.42,74.32,Maize,52.69
6.3,29.79,84,9,99,15.87,41.94,Rice,95.44
7.42,26.91,142,44,23,30.58,71.32,Maize,54.46
7.26,17.79,67,32,141,41.23,39.29,Cotton,92.73
8.13,30.24,16,38,142,30.2,53.0,Maize,45.54
7.51,40.22,18,23,6,17.23,50.71,Maize,47.98
6.46,26.49,80,74,29,43.72,93.22,Sugarcane,123.55
7.95,14.46,89,8,38,16.96,69.17,Cotton,79.64
8.49,15.04,43,48,10,21.86,31.14,Rice,116.45
6.05,30.73,87,65,55,16.58,73.17,Cotton,49.61
5.67,11.41,135,49,133,15.63,37.67,Cotton,79.46
8.34,14.88,50,37,16,37.29,43.94,Rice,113.02
5.64,58.26,94,54,146,18.79,60.11,Maize,28.47
7.14,33.74,11,33,65,19.4,81.47,Sugarcane,120.45
6.9,49.52,52,47,74,30.31,58.86,Maize,42.14
8.45,50.65,109,37,140,24.2,88.0,Cotton,35.09
6.82,24.6,92,40,31,43.2,40.63,Cotton,81.63
6.86,49.25,108,49,130,22.38,55.06,Wheat,49.35
5.58,44.46,24,12,58,22.65,70.37,Wheat,39.01
8.33,45.31,125,69,45,29.01,62.01,Rice,73.47
7.11,11.56,59,75,84,37.88,46.17,Rice,121.78
6.76,59.53,41,52,50,36.97,30.35,Maize,34.78
5.96,11.02,125,33,95,16.53,54.26,Wheat,68.02
8.39,35.18,15,79,119,44.97,63.72,Maize,56.45
8.39,10.82,63,25,47,35.56,67.09,Wheat,73.09
8.48,43.98,103,67,14,19.85,54.26,Rice,86.53
8.18,20.3,55,48,67,20.9,43.69,Sugarcane,135.5
5.92,23.61,140,21,9,34.66,60.47,Maize,55.87
6.88,48.42,77,36,28,34.57,39.77,Wheat,57.16
5.86,54.87,74,55,118,36.61,43.92,Rice,89.17
5.84,47.48,117,32,48,21.71,32.02,Maize,35.12
6.31,56.0,131,30,58,43.72,87.15,Maize,24.89
6.43,26.32,140,35,80,28.32,83.73,Maize,42.85
8.23,29.37,51,21,20,41.92,44.14,Rice,106.08
7.41,54.04,90,29,119,35.12,62.33,Wheat,34.19
7.64,43.69,62,20,137,20.07,55.49,Maize,41.91
7.97,20.3,120,59,95,25.98,73.06,Wheat,55.29
7.7,25.49,14,8,34,39.16,62.34,Sugarcane,128.83
7.08,44.8,113,65,75,35.87,74.14,Wheat,56.51
5.54,25.28,86,33,112,42.72,86.13,Sugarcane,131.31
5.57,36.48,128,26,115,37.97,91.41,Cotton,58.48
7.38,37.2,63,78,85,28.43,75.95,Sugarcane,117.34
6.47,52.22,70,25,40,44.05,81.94,Maize,30.54
8.09,14.23,147,62,29,39.4,39.02,Rice,114.23
6.96,33.99,41,67,97,15.01,88.56,Wheat,42.76
5.96,18.99,31,64,138,31.85,30.45,Maize,60.8
8.44,50.31,131,78,90,25.43,64.48,Rice,89.73
7.68,43.09,29,72,57,34.92,49.24,Wheat,61.61
6.44,16.23,24,5,99,39.41,57.72,Maize,59.65
5.6,54.53,74,73,146,25.36,85.11,Wheat,25.93
5.53,42.06,24,57,73,38.36,62.49,Cotton,66.26
5.97,19.5,94,52,71,15.25,65.65,Maize,43.21
6.29,33.46,108,66,135,18.75,84.51,Cotton,56.75
8.01,26.25,10,30,16,18.97,69.49,Cotton,65.58
7.68,34.1,85,17,52,27.17,58.29,Cotton,68.0
7.71,55.17,108,51,93,27.76,69.2,Wheat,40.25
7.22,38.74,85,53,147,42.22,55.26,Wheat,52.09
5.64,39.29,99,11,17,25.38,33.75,Maize,49.28
8.29,13.29,135,31,104,39.5,48.37,Rice,120.69
8.49,35.88,61,69,48,32.64,32.93,Rice,93.23
6.22,39.71,27,21,56,37.41,49.26,Wheat,52.17
8.0,14.53,45,29,46,37.65,79.24,Maize,49.88
5.68,20.16,61,37,99,26.75,76.2,Maize,59.66
5.69,11.69,19,69,26,31.64,74.1,Maize,62.76
6.19,35.62,142,57,27,30.22,74.33,Maize,34.7
6.34,27.08,16,31,78,41.72,69.79,Maize,58.49
8.13,36.35,86,29,142,38.38,70.65,Sugarcane,123.5
6.26,35.49,138,72,53,26.58,71.12,Maize,40.16
7.11,37.45,34,51,34,20.19,51.42,Sugarcane,124.28
7.62,32.4,110,5,99,25.62,59.93,Maize,48.25
7.46,42.42,96,77,12,38.82,91.86,Wheat,50.37
8.16,41.21,136,13,50,22.77,90.19,Sugarcane,105.53
8.29,30.8,42,32,99,35.85,90.75,Sugarcane,123.47
5.58,54.6,57,31,128,16.64,82.31,Sugarcane,101.69
7.93,16.03,33,72,27,29.43,74.0,Rice,109.23
6.7,21.49,65,28,142,33.38,74.88,Sugarcane,133.41
7.77,16.82,78,52,9,37.22,34.85,Rice,108.95
6.36,42.39,21,31,89,42.56,67.86,Maize,42.5
8.26,48.5,93,69,7,39.49,44.47,Sugarcane,122.97
7.44,39.98,102,31,67,35.75,77.63,Cotton,55.57
7.68,56.81,144,41,75,32.78,55.69,Sugarcane,105.77
7.45,40.95,104,10,16,38.2,44.75,Cotton,67.59
8.14,13.37,101,67,87,16.22,39.83,Sugarcane,139.96
7.89,10.82,141,30,42,43.91,74.53,Maize,69.09
6.48,25.43,127,65,149,37.19,33.69,Rice,105.73
7.22,22.12,67,15,143,38.82,88.2,Cotton,77.1
7.7,17.44,70,40,82,28.75,88.5,Rice,99.19
7.93,56.77,107,30,139,33.31,83.45,Maize,27.71
6.04,44.77,138,67,11,26.53,34.88,Rice,88.54
7.92,52.29,41,46,16,32.28,73.99,Sugarcane,114.29
7.48,15.86,90,30,61,37.96,67.09,Cotton,78.76
8.13,36.83,56,39,28,37.93,90.68,Sugarcane,122.47
6.47,34.7,55,39,93,29.35,32.81,Rice,100.34
5.88,15.61,22,50,129,25.66,93.48,Sugarcane,130.33
6.17,38.08,32,63,73,41.02,52.15,Rice,102.38
6.34,23.6,123,44,11,37.15,73.27,Wheat,73.68
7.44,34.04,124,73,144,29.6,40.31,Maize,48.61
6.67,43.27,19,33,143,41.85,51.6,Sugarcane,132.39
7.24,22.0,61,65,21,23.89,74.3,Wheat,62.0
7.3,38.72,80,68,137,15.58,44.73,Wheat,59.01
7.63,25.05,84,72,142,23.7,63.57,Sugarcane,123.97
6.24,35.36,69,41,81,44.93,68.26,Cotton,72.44
6.43,43.68,16,45,78,24.58,48.42,Cotton,58.4
6.52,40.18,123,61,129,25.85,80.13,Sugarcane,121.57
6.61,29.84,27,66,28,15.27,81.6,Maize,45.87
7.34,51.57,90,13,60,33.5,74.05,Maize,31.76
7.38,50.07,29,59,64,43.42,41.07,Sugarcane,117.01
6.79,35.17,116,17,105,39.81,85.24,Cotton,58.3
6.2,25.73,80,42,104,20.61,41.69,Maize,59.53
8.02,58.96,126,52,9,37.08,54.82,Rice,80.34
5.76,48.64,116,55,131,31.95,42.64,Wheat,51.01
5.58,13.27,50,69,67,21.4,52.04,Sugarcane,135.18
7.04,41.89,104,31,119,28.29,62.39,Rice,96.79
8.16,41.64,122,48,113,40.84,87.78,Cotton,48.08
7.06,29.84,24,62,6,23.18,46.67,Rice,102.33
7.94,32.61,113,41,59,29.6,56.55,Wheat,50.69
5.79,23.41,87,49,140,21.81,78.55,Wheat,57.48
6.16,43.51,53,45,100,24.93,76.09,Wheat,41.41
8.38,59.04,36,47,106,39.86,46.08,Cotton,67.74
6.59,43.19,14,19,9,19.5,69.29,Maize,36.82
6.93,10.21,43,44,131,19.76,94.94,Sugarcane,128.03
8.11,42.09,61,62,6,21.84,71.84,Rice,76.8
8.27,34.82,77,16,54,26.1,42.98,Sugarcane,132.33
6.93,18.13,113,34,18,30.73,54.84,Maize,54.66
5.73,39.82,62,36,80,26.44,38.3,Cotton,72.43
6.73,35.11,14,49,50,30.91,43.95,Sugarcane,125.39
6.52,42.22,75,49,8,35.08,39.2,Maize,50.67
8.41,55.56,79,26,21,24.84,47.88,Rice,88.0
7.28,11.28,90,53,105,40.68,51.74,Rice,118.04
7.01,56.17,105,13,129,38.56,75.46,Sugarcane,114.2
7.87,38.76,125,65,137,31.25,76.34,Maize,33.95
5.62,22.62,116,77,96,26.16,86.43,Rice,101.02
7.7,11.08,142,79,141,27.68,70.61,Cotton,78.57
7.93,49.15,65,72,82,15.93,87.9,Sugarcane,109.71
7.81,22.47,39,64,53,24.73,79.6,Rice,106.66
5.97,23.48,86,52,115,32.44,71.65,Sugarcane,130.66
7.49,40.92,56,58,105,28.38,73.47,Wheat,46.0
6.6,45.79,131,20,148,42.56,53.38,Sugarcane,132.06
8.31,32.97,145,28,57,18.15,68.1,Sugarcane,118.37
7.37,46.31,47,41,96,31.96,35.12,Maize,39.48
7.0,45.69,114,41,36,40.0,44.17,Wheat,48.72
8.13,45.25,16,60,130,19.6,44.18,Cotton,55.26
5.68,56.32,42,75,78,43.56,72.83,Wheat,42.25
7.31,58.03,81,48,33,29.29,91.71,Maize,41.79
7.25,15.13,88,7,135,35.34,40.98,Sugarcane,150.5
8.16,21.14,48,44,139,34.85,49.52,Maize,63.61
6.8,47.08,45,53,29,29.91,38.34,Sugarcane,120.02
7.85,29.05,45,62,24,25.64,90.19,Wheat,52.4
8.05,29.98,14,36,50,38.66,58.2,Wheat,56.67
7.04,14.24,37,11,106,16.65,58.76,Cotton,73.69
6.26,16.33,53,45,77,42.57,67.56,Cotton,85.08
8.22,36.45,56,39,120,39.22,75.43,Sugarcane,126.88
7.31,40.86,40,34,134,33.53,44.53,Sugarcane,128.66
7.38,29.94,17,51,138,20.53,60.56,Wheat,53.16
7.53,38.27,55,68,27,31.28,82.56,Sugarcane,127.12
8.41,40.92,12,34,22,34.78,30.9,Wheat,65.15
6.9,47.15,81,61,105,28.53,93.92,Maize,26.96
6.79,37.09,77,28,47,30.2,80.74,Wheat,48.62
7.6,58.54,43,57,57,20.03,53.86,Rice,85.89
6.49,43.37,96,69,88,19.76,67.68,Sugarcane,117.95
7.13,53.54,22,39,91,23.22,85.1,Sugarcane,114.28
7.87,12.02,121,72,66,19.72,50.07,Rice,102.27
7.61,42.54,49,64,114,23.71,61.88,Cotton,56.64
7.8,52.27,67,48,47,41.22,92.24,Sugarcane,104.68
6.02,33.97,137,9,111,21.12,81.86,Wheat,48.46
5.74,22.56,56,29,70,42.46,33.23,Rice,114.05
7.93,13.26,124,44,123,15.93,85.39,Rice,106.16
7.04,56.29,40,37,47,26.78,40.52,Wheat,32.95
6.8,48.59,31,59,65,42.47,87.94,Sugarcane,114.12
7.55,27.73,87,66,48,25.71,80.87,Sugarcane,121.17
7.43,26.31,130,74,39,36.59,65.64,Rice,98.49
5.7,48.55,29,60,134,26.69,42.87,Sugarcane,124.3
7.26,51.32,36,21,18,33.07,72.25,Sugarcane,108.21
6.2,40.95,75,27,72,22.18,68.88,Maize,38.08
7.1,23.03,114,38,58,33.9,32.3,Sugarcane,137.77
6.18,47.37,75,72,38,24.94,68.05,Cotton,59.17
6.51,29.65,36,23,32,20.14,60.62,Maize,46.07
8.03,35.88,124,45,85,18.33,82.62,Maize,40.36
7.78,51.02,57,55,59,23.87,63.03,Maize,29.69
6.05,23.24,121,50,103,25.09,93.65,Maize,40.13
6.02,47.65,69,69,40,40.79,40.84,Wheat,51.92
7.89,21.43,53,51,35,24.79,88.6,Sugarcane,125.23
8.31,34.09,77,73,46,30.05,75.4,Wheat,45.27
8.41,38.28,109,38,85,32.41,52.12,Rice,94.34
7.05,39.45,13,22,40,32.75,75.49,Maize,46.92
7.62,58.24,63,34,60,23.65,33.16,Cotton,56.93
7.45,15.04,118,57,52,36.44,86.03,Maize,56.03
8.07,46.62,113,79,93,43.67,64.39,Rice,92.23
6.57,36.25,78,42,33,30.25,38.6,Rice,100.24
8.27,44.16,110,8,61,29.61,69.47,Maize,39.02
8.28,29.2,57,29,70,19.57,86.08,Wheat,58.15
6.38,26.7,104,69,133,29.5,90.53,Cotton,62.28
